FirstName;MiddleInitial;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;City;State;ZIP;Phone
Hannah;A;Miller;04/05/1968 00:00;M;F;hmiller@alpineskihouse.com;90000;4;4;Partial Co;Skilled Manual;1;2;7368 South Royal Links;;Colma;CA;94014;604-555-0177
Alisha;A;Zhou;21/07/1968 00:00;S;F;azhou@alpineskihouse.com;110000;2;1;Graduate D;Management;1;3;7370 Rolling Green Circle;;Colma;CA;94014;952-555-0180
Heather;B;Ye;11/12/1947 00:00;M;F;hye@baldwinmuseumofscience.com;30000;2;0;Partial Co;Clerical;1;2;7440 Dorset Way;;Colma;CA;94014;1 (11) 500 555-0198
Tommy;W;Luo;04/05/1957 00:00;M;M;tluo@baldwinmuseumofscience.com;10000;1;0;Partial Co;Manual;1;0;7600 Tupelp Drive;;Colma;CA;94014;1 (11) 500 555-0195
Jerome;A;Munoz;21/10/1942 00:00;S;M;jmunoz@baldwinmuseumofscience.com;20000;1;0;Partial Co;Manual;1;0;7761 Azoras Cir;;Colma;CA;94014;1 (11) 500 555-0126
Samantha;A;Butler;03/05/1970 00:00;M;F;sbutler@baldwinmuseumofscience.com;50000;1;1;Bachelors;Skilled Manual;1;0;7772 Golden Meadow;;Colma;CA;94014;198-555-0137
Ruth;;Engineer;26/02/1964 00:00;M;F;rengineer@baldwinmuseumofscience.com;50000;4;4;Bachelors;Skilled Manual;0;3;7772 Golden Meadow;;Colma;CA;94014;159-555-0115
Dalton;;Griffin;07/04/1964 00:00;M;M;dgriffin@baldwinmuseumofscience.com;50000;4;2;Bachelors;Skilled Manual;0;2;7888 Stanford Street;;Colma;CA;94014;187-555-0113
Sydney;H;Hughes;24/08/1963 00:00;M;F;shughes@baldwinmuseumofscience.com;60000;3;2;Graduate D;Professional;1;0;7888 Stanford Street;;Colma;CA;94014;120-555-0122
Emma;;Martin;25/05/1961 00:00;M;F;emartin@baldwinmuseumofscience.com;40000;4;3;High Schoo;Skilled Manual;0;3;7943 C. Mounthood;;Colma;CA;94014;187-555-0166
Larry;S;Castro;05/06/1961 00:00;S;M;lcastro@baldwinmuseumofscience.com;40000;4;3;High Schoo;Skilled Manual;1;3;8042 Placer Dr.;;Colma;CA;94014;135-555-0146
Colin;M;Nara;18/07/1967 00:00;S;M;cnara@baldwinmuseumofscience.com;50000;0;0;Partial Co;Skilled Manual;0;1;805 Rainier Dr.;;Colma;CA;94014;442-555-0188
Melissa;;Torres;10/11/1967 00:00;S;F;mtorres@baldwinmuseumofscience.com;60000;0;0;Graduate D;Professional;0;1;8066 Peach Place;;Colma;CA;94014;801-555-0171
Melinda;A;Alonso;06/08/1969 00:00;S;F;malonso@baldwinmuseumofscience.com;100000;1;0;Graduate D;Management;0;0;8079 Prestwick Drive;;Colma;CA;94014;1 (11) 500 555-0175
Raul;J;Yuan;18/05/1969 00:00;M;M;ryuan@baldwinmuseumofscience.com;100000;1;0;Graduate D;Management;0;0;8085 Sunnyvale Avenue;;Colma;CA;94014;1 (11) 500 555-0155
Leslie;H;Torres;05/03/1968 00:00;S;F;ltorres@baldwinmuseumofscience.com;70000;5;5;Bachelors;Professional;0;4;8117 Green View Court;;Colma;CA;94014;1 (11) 500 555-0119
Dwayne;;Castro;04/11/1974 00:00;M;M;dcastro@baldwinmuseumofscience.com;30000;0;0;Partial Co;Clerical;0;1;8463 Alhambra Avenue;;Colma;CA;94014;1 (11) 500 555-0137
Xavier;E;Lewis;21/10/1972 00:00;M;M;xlewis@baldwinmuseumofscience.com;30000;0;0;High Schoo;Manual;0;1;8552 Stillwater Court;;Colma;CA;94014;1 (11) 500 555-0114
Jose;S;Chen;25/08/1972 00:00;M;M;jchen@baldwinmuseumofscience.com;30000;0;0;High Schoo;Manual;1;1;8627 Shenandoah Drive;;Colma;CA;94014;1 (11) 500 555-0117
Isabelle;L;Gonzales;02/02/1971 00:00;M;F;igonzales@baldwinmuseumofscience.com;10000;0;0;Partial Hi;Manual;1;2;8645 Michigan Blvd;;Colma;CA;94014;1 (11) 500 555-0137
Abigail;E;Flores;27/01/1953 00:00;M;F;aflores@baldwinmuseumofscience.com;30000;1;0;Bachelors;Skilled Manual;0;1;867 Maria Vega Court;;Colma;CA;94014;622-555-0116
Wyatt;;Alexander;11/12/1956 00:00;M;M;walexander@baldwinmuseumofscience.com;40000;1;0;Partial Co;Clerical;0;1;8701 Tuolumne Way;;Colma;CA;94014;730-555-0117
Carrie;;Ramos;08/12/1957 00:00;S;F;cramos@baldwinmuseumofscience.com;40000;1;0;Partial Co;Clerical;1;1;8716 San Remo Ct;#314;Colma;CA;94014;122-555-0173
Colin;;Hu;20/03/1958 00:00;M;M;chu@baldwinmuseumofscience.com;50000;4;0;Graduate D;Skilled Manual;1;0;8735 Golf Club Rd.;;Colma;CA;94014;189-555-0143
Krista;;Serrano;22/09/1967 00:00;S;F;kserrano@baldwinmuseumofscience.com;40000;0;0;Bachelors;Clerical;0;0;8743 Roanwood Way;;Colma;CA;94014;1 (11) 500 555-0192
Lori;;Torres;10/08/1979 00:00;S;F;ltorres@baldwinmuseumofscience.com;20000;4;4;High Schoo;Manual;1;2;879 Hillview Ct;;Colma;CA;94014;1 (11) 500 555-0143
Alejandro;;Jai;17/07/1976 00:00;S;M;ajai@baldwinmuseumofscience.com;20000;0;0;High Schoo;Manual;1;1;881 Brannan Pl.;;Colma;CA;94014;1 (11) 500 555-0126
Isabelle;;Jenkins;23/01/1974 00:00;M;F;ijenkins@baldwinmuseumofscience.com;30000;0;0;Partial Co;Clerical;1;1;8826 Fine Drive;;Colma;CA;94014;1 (11) 500 555-0189
Kathleen;A;Ruiz;14/05/1973 00:00;M;F;kruiz@baldwinmuseumofscience.com;10000;0;0;Partial Hi;Manual;1;2;8955 Miller Dr.;Unit B;Colma;CA;94014;1 (11) 500 555-0120
Gloria;D;Gomez;02/12/1977 00:00;M;F;ggomez@baldwinmuseumofscience.com;40000;0;0;Partial Hi;Clerical;1;2;9011 Santa Lucia Dr.;;Colma;CA;94014;963-555-0157
Erik;;Castro;06/05/1950 00:00;M;M;ecastro@baldwinmuseumofscience.com;30000;3;0;Partial Co;Clerical;1;2;9011 Santa Lucia Dr.;;Colma;CA;94014;1 (11) 500 555-0196
Nicolas;;She;15/10/1980 00:00;M;M;nshe@baldwinmuseumofscience.com;40000;0;0;Partial Hi;Clerical;1;2;9022 Estudillo Street;;Colma;CA;94014;505-555-0134
Logan;E;Lewis;19/06/1954 00:00;S;M;llewis@baldwinmuseumofscience.com;20000;3;0;Partial Hi;Manual;1;2;9050 Blue Ridge Dr.;;Colma;CA;94014;523-555-0112
Julian;J;Price;07/10/1955 00:00;S;M;jprice@baldwinmuseumofscience.com;40000;1;0;Partial Co;Clerical;1;1;9077 Windsor Drive;;Colma;CA;94014;831-555-0182
Joy;;Diaz;14/03/1968 00:00;S;F;jdiaz@baldwinmuseumofscience.com;30000;1;0;Bachelors;Clerical;0;0;9094 William Reed Dr;;Colma;CA;94014;1 (11) 500 555-0156
Ian;;Turner;04/05/1965 00:00;M;M;iturner@baldwinmuseumofscience.com;30000;2;2;Partial Co;Clerical;1;1;9094 William Reed Dr;;Colma;CA;94014;1 (11) 500 555-0165
Katie;R;Aggarwal;16/01/1965 00:00;M;F;kaggarwal@baldwinmuseumofscience.com;40000;1;0;Bachelors;Skilled Manual;0;0;9106 Edwards Ave.;;Colma;CA;94014;1 (11) 500 555-0145
Levi;G;Martinez;16/07/1976 00:00;M;M;lmartinez@baldwinmuseumofscience.com;20000;0;0;High Schoo;Manual;1;1;9117 Jacqueline Way;;Colma;CA;94014;1 (11) 500 555-0147
Ivan;;Sanchez;10/11/1975 00:00;S;M;isanchez@baldwinmuseumofscience.com;20000;0;0;High Schoo;Manual;0;1;9142 Altura Drive;;Colma;CA;94014;1 (11) 500 555-0114
Amy;L;Wang;06/05/1975 00:00;M;F;awang@baldwinmuseumofscience.com;20000;0;0;High Schoo;Manual;1;1;9142 Altura Drive;;Colma;CA;94014;1 (11) 500 555-0134
Micheal;M;Moreno;09/03/1976 00:00;M;M;mmoreno@baldwinmuseumofscience.com;20000;0;0;Partial Hi;Manual;1;1;9161 Napa St.;;Colma;CA;94014;1 (11) 500 555-0116
Gilbert;T;Wang;27/11/1973 00:00;M;M;gwang@baldwinmuseumofscience.com;20000;0;0;Partial Hi;Manual;1;2;9183 Joan Ave;;Colma;CA;94014;1 (11) 500 555-0132
Kari;;Rubio;03/04/1951 00:00;M;F;krubio@blueyonderairlines.com;40000;2;0;Partial Co;Clerical;0;2;9264 Claudia Drive;;Colma;CA;94014;1 (11) 500 555-0189
Roger;;He;21/10/1976 00:00;M;M;rhe@blueyonderairlines.com;10000;1;1;High Schoo;Manual;1;0;93 N. 39th Street;;Colma;CA;94014;1 (11) 500 555-0115
Jon;J;Kumar;21/02/1961 00:00;M;M;jkumar@blueyonderairlines.com;30000;4;0;Graduate D;Clerical;1;0;9347 Arlington Way;;Colma;CA;94014;1 (11) 500 555-0135
Jonathon;R;Sanz;27/08/1961 00:00;S;M;jsanz@blueyonderairlines.com;30000;4;0;Graduate D;Clerical;0;0;9472 Juliet Court;;Colma;CA;94014;1 (11) 500 555-0177
Stefanie;J;Arun;24/02/1959 00:00;M;F;sarun@blueyonderairlines.com;20000;2;0;Partial Co;Manual;1;1;9472 Juliet Court;;Colma;CA;94014;1 (11) 500 555-0161
Bradley;J;Shan;24/03/1959 00:00;S;M;bshan@blueyonderairlines.com;20000;2;0;Partial Co;Manual;1;1;9518 Lakeview Place;;Colma;CA;94014;1 (11) 500 555-0137
Michele;J;Diaz;09/10/1958 00:00;S;F;mdiaz@blueyonderairlines.com;30000;1;0;Graduate D;Clerical;1;0;9531 Harrison Street;;Colma;CA;94014;1 (11) 500 555-0183
Willie;;Li;28/06/1959 00:00;S;M;wli@blueyonderairlines.com;30000;0;0;Bachelors;Clerical;0;0;9531 Harrison Street;;Colma;CA;94014;1 (11) 500 555-0149
Lacey;K;Chander;18/05/1969 00:00;S;F;lchander@blueyonderairlines.com;20000;0;0;Partial Co;Manual;0;1;9558 Orchard View Ave.;;Colma;CA;94014;1 (11) 500 555-0177
Bryan;A;Cook;04/02/1968 00:00;M;M;bcook@blueyonderairlines.com;10000;2;2;High Schoo;Manual;1;1;9558 Orchard View Ave.;;Colma;CA;94014;1 (11) 500 555-0179
Cristina;G;Aggarwal;23/08/1944 00:00;M;F;caggarwal@blueyonderairlines.com;70000;5;1;High Schoo;Professional;1;2;9566 River Ash Court;;Colma;CA;94014;1 (11) 500 555-0188
Dominique;;Madan;07/03/1944 00:00;S;F;dmadan@blueyonderairlines.com;80000;5;0;Bachelors;Management;1;2;9634 East Avenue;;Colma;CA;94014;1 (11) 500 555-0129
Faith;Y;Sanders;09/02/1953 00:00;S;F;fsanders@blueyonderairlines.com;70000;4;3;High Schoo;Professional;1;1;9636 Palisade Court;;Colma;CA;94014;1 (11) 500 555-0162
Isabella;K;Patterson;25/03/1950 00:00;S;F;ipatterson@blueyonderairlines.com;110000;4;5;Partial Co;Management;1;2;9707 Coggins Drive;;Colma;CA;94014;1 (11) 500 555-0123
Maria;L;Sanchez;09/11/1974 00:00;M;F;msanchez@blueyonderairlines.com;70000;0;0;Partial Hi;Skilled Manual;1;4;9716 Holiday Hills Drive;;Colma;CA;94014;1 (11) 500 555-0173
Jake;C;Sun;25/07/1972 00:00;M;M;jsun@blueyonderairlines.com;90000;0;0;High Schoo;Management;1;3;9754 Hilltop Dr;;Colma;CA;94014;1 (11) 500 555-0115
Donald;;Sai;20/02/1972 00:00;M;M;dsai@blueyonderairlines.com;90000;0;0;Partial Hi;Professional;0;3;9769 Thistle Circle;;Colma;CA;94014;1 (11) 500 555-0118
Javier;F;Alonso;04/05/1971 00:00;M;M;jalonso@blueyonderairlines.com;90000;0;0;Partial Hi;Professional;1;4;9815 Marlboro Court;;Colma;CA;94014;1 (11) 500 555-0143
Diane;;Gutierrez;19/09/1971 00:00;S;F;dgutierrez@blueyonderairlines.com;100000;0;5;High Schoo;Management;1;3;104 Hilltop Dr.;;Concord;CA;94519;1 (11) 500 555-0116
Jordyn;K;Hayes;25/12/1941 00:00;S;F;jhayes@blueyonderairlines.com;70000;5;0;Bachelors;Management;0;2;1190 Hill Top Rd.;;Concord;CA;94519;712-555-0169
Wyatt;T;Long;27/11/1942 00:00;M;M;wlong@blueyonderairlines.com;80000;5;0;Bachelors;Management;0;2;1210 Tragalgar Cirlce;;Concord;CA;94519;428-555-0120
Seth;;Martinez;19/12/1942 00:00;S;M;smartinez@blueyonderairlines.com;160000;1;3;Bachelors;Management;0;3;1434 Boxwood Drive;#208;Concord;CA;94519;835-555-0181
Marie;;Raman;25/04/1954 00:00;S;F;mraman@blueyonderairlines.com;50000;2;0;Partial Co;Skilled Manual;1;2;1466 Aspen Drive;;Concord;CA;94519;1 (11) 500 555-0111
Mandy;G;Wang;10/08/1973 00:00;S;F;mwang@blueyonderairlines.com;70000;0;0;Partial Co;Professional;0;2;1506 St. George Court;;Concord;CA;94519;182-555-0144
Marshall;;Pal;26/09/1974 00:00;S;M;mpal@blueyonderairlines.com;50000;0;0;High Schoo;Professional;0;2;1536 Camino Verde Ct.;;Concord;CA;94519;124-555-0177
Raymond;A;Patel;04/09/1974 00:00;M;M;rpatel@blueyonderairlines.com;50000;0;0;High Schoo;Professional;0;2;1562 Black Walnut;;Concord;CA;94519;196-555-0183
Miguel;;Smith;23/06/1957 00:00;S;M;msmith@blueyonderairlines.com;50000;2;0;Partial Hi;Skilled Manual;0;2;16 Wilton Pl.;;Concord;CA;94519;549-555-0124
Roy;;Rodriguez;04/11/1957 00:00;S;M;rrodriguez@blueyonderairlines.com;70000;2;1;Partial Co;Professional;0;0;1724 Vancover Way;;Concord;CA;94519;363-555-0124
Nicole;C;Johnson;25/04/1963 00:00;S;F;njohnson@blueyonderairlines.com;70000;0;0;Bachelors;Professional;0;1;1950 Crown Court;;Concord;CA;94519;1 (11) 500 555-0163
Clarence;D;Bhat;24/11/1959 00:00;S;M;cbhat@blueyonderairlines.com;90000;1;0;Bachelors;Professional;0;1;2033 Woodbury Place;;Concord;CA;94519;1 (11) 500 555-0161
Nicholas;R;Thomas;05/03/1963 00:00;M;M;nthomas@blueyonderairlines.com;70000;0;0;Bachelors;Professional;1;2;2080 Wesley Court;;Concord;CA;94519;1 (11) 500 555-0149
Francis;;Rubio;21/03/1963 00:00;S;M;frubio@blueyonderairlines.com;70000;0;0;Bachelors;Professional;0;2;2098 Caravelle Ct;#235;Concord;CA;94519;1 (11) 500 555-0114
Ricardo;D;Xu;17/03/1962 00:00;M;M;rxu@blueyonderairlines.com;70000;5;4;Partial Co;Skilled Manual;1;2;2199 Laverne Way;;Concord;CA;94519;1 (11) 500 555-0144
Caroline;;Hayes;17/12/1958 00:00;S;F;chayes@blueyonderairlines.com;90000;2;0;Bachelors;Professional;0;1;2383 Pepper Drive;;Concord;CA;94519;1 (11) 500 555-0177
Hailey;L;Kelly;26/04/1957 00:00;S;F;hkelly@blueyonderairlines.com;50000;1;0;Partial Co;Skilled Manual;0;1;2505 N Francisco Way;;Concord;CA;94519;1 (11) 500 555-0140
Nathan;L;Evans;01/04/1975 00:00;S;M;nevans@blueyonderairlines.com;40000;0;0;High Schoo;Skilled Manual;1;1;2594 Breaker Dr;;Concord;CA;94519;597-555-0145
Faith;W;Richardson;25/04/1980 00:00;M;F;frichardson@blueyonderairlines.com;30000;0;0;High Schoo;Skilled Manual;1;2;2753 Rubiem Ct.;;Concord;CA;94519;361-555-0137
Evan;V;Roberts;06/07/1968 00:00;M;M;eroberts@blueyonderairlines.com;80000;0;0;Bachelors;Management;0;1;2815 La Vuelta;;Concord;CA;94519;185-555-0153
Cedric;W;Lal;07/06/1972 00:00;M;M;clal@blueyonderairlines.com;50000;0;0;Graduate D;Skilled Manual;0;0;2885 Hill Drive;;Concord;CA;94519;382-555-0158
Sheena;;Yuan;27/02/1973 00:00;M;F;syuan@blueyonderairlines.com;50000;0;0;Graduate D;Skilled Manual;0;0;2886 Chaparral Court;Space #45;Concord;CA;94519;651-555-0148
Ian;G;Hernandez;10/07/1972 00:00;M;M;ihernandez@blueyonderairlines.com;60000;1;0;Graduate D;Skilled Manual;1;0;2942 Berkhire Court;;Concord;CA;94519;765-555-0110
Alexandria;;James;23/09/1947 00:00;M;F;ajames@blueyonderairlines.com;70000;4;1;Bachelors;Management;1;1;2953 St. Francis Drive;;Concord;CA;94519;713-555-0130
Bryant;;Gonzalez;26/06/1950 00:00;M;M;bgonzalez@blueyonderairlines.com;50000;2;1;High Schoo;Professional;0;2;3007 Hooftrail Way;;Concord;CA;94519;574-555-0119
Taylor;;Long;12/10/1952 00:00;M;F;tlong@blueyonderairlines.com;60000;2;1;High Schoo;Professional;1;2;3257 Toyon Dr.;;Concord;CA;94519;110-555-0170
Abby;;Prasad;06/08/1952 00:00;S;F;aprasad@blueyonderairlines.com;60000;3;1;High Schoo;Professional;1;2;3261 Vista Bonita;;Concord;CA;94519;113-555-0174
Mandy;A;Zhu;14/03/1956 00:00;M;F;mzhu@blueyonderairlines.com;90000;2;1;High Schoo;Professional;1;1;3390 Colfax Street;;Concord;CA;94519;1 (11) 500 555-0191
Ronnie;;Chen;25/03/1955 00:00;S;M;rchen@blueyonderairlines.com;110000;3;4;Partial Co;Professional;1;4;3426 Fernwood Drive;;Concord;CA;94519;1 (11) 500 555-0166
Sean;A;Bell;05/09/1954 00:00;S;M;sbell@blueyonderairlines.com;80000;3;1;Partial Co;Professional;0;2;3495 Virginia Lane;;Concord;CA;94519;1 (11) 500 555-0182
Mitchell;D;Raji;10/03/1933 00:00;M;M;mraji@blueyonderairlines.com;50000;2;0;Graduate D;Management;1;2;3624 Garaventa Drive;;Concord;CA;94519;667-555-0116
Peter;;Shen;02/09/1956 00:00;S;M;pshen@blueyonderairlines.com;90000;2;1;Partial Co;Professional;1;1;3663 Palm Avenue;;Concord;CA;94519;569-555-0133
Alexandra;M;Simmons;10/11/1955 00:00;S;F;asimmons@blueyonderairlines.com;90000;2;1;High Schoo;Professional;1;1;3665 Oak Creek Ct.;;Concord;CA;94519;854-555-0172
Destiny;L;Thomas;17/09/1936 00:00;S;F;dthomas@blueyonderairlines.com;40000;3;0;Partial Co;Professional;0;2;3725 Odin Dr.;;Concord;CA;94519;378-555-0110
Madison;C;Rodriguez;17/08/1939 00:00;S;F;mrodriguez@blueyonderairlines.com;110000;2;4;Graduate D;Management;1;1;3783 Terra Calitina;;Concord;CA;94519;424-555-0134
Steve;;She;24/01/1968 00:00;M;M;sshe@blueyonderairlines.com;90000;4;4;Partial Co;Skilled Manual;1;2;3829 Baltic Sea Ct.;;Concord;CA;94519;843-555-0144
Fernando;P;Henderson;22/06/1968 00:00;M;M;fhenderson@blueyonderairlines.com;110000;2;1;Graduate D;Management;0;3;3831 Golden Gate Way;#203;Concord;CA;94519;637-555-0132
James;;Taylor;20/08/1979 00:00;M;M;jtaylor@blueyonderairlines.com;40000;0;0;High Schoo;Skilled Manual;1;2;3939 Northridge Ct.;;Concord;CA;94519;195-555-0151
Sydney;;Cox;09/05/1978 00:00;M;F;scox@blueyonderairlines.com;40000;0;0;High Schoo;Skilled Manual;1;2;4002 Fawn Glen Circle;;Concord;CA;94519;517-555-0130
Gregory;;Lal;20/07/1947 00:00;M;M;glal@blueyonderairlines.com;30000;2;0;Partial Co;Clerical;0;2;4173 Willow Pass Road;;Concord;CA;94519;1 (11) 500 555-0175
Bianca;;Zeng;21/08/1955 00:00;S;F;bzeng@blueyonderairlines.com;20000;1;0;Bachelors;Clerical;1;0;4221 Birch Bark Road;;Concord;CA;94519;1 (11) 500 555-0146
Timothy;;Roberts;10/06/1954 00:00;S;M;troberts@blueyonderairlines.com;10000;2;0;Partial Co;Manual;0;1;4222 San Jose Dr.;;Concord;CA;94519;1 (11) 500 555-0110
Lori;L;Castro;15/09/1942 00:00;M;F;lcastro@blueyonderairlines.com;30000;1;0;Bachelors;Clerical;1;0;4330 Reliz Valley Road;;Concord;CA;94519;1 (11) 500 555-0198
Sierra;F;Lopez;19/08/1971 00:00;S;F;slopez@cpandl.com;60000;1;0;Graduate D;Professional;0;0;4352 Marclair Dr.;;Concord;CA;94519;310-555-0156
Priscilla;R;Shan;02/06/1965 00:00;M;F;pshan@cpandl.com;50000;3;3;Bachelors;Skilled Manual;1;2;4392 Lakeview Pl.;;Concord;CA;94519;467-555-0168
Kristy;G;Romero;28/04/1963 00:00;M;F;kromero@cpandl.com;50000;4;2;Bachelors;Professional;1;2;4438 Chrislend Court;;Concord;CA;94519;267-555-0181
Kelly;;Gonzales;20/07/1960 00:00;M;F;kgonzales@cpandl.com;50000;1;0;Partial Co;Skilled Manual;1;1;4487 Ahwanee Lane;#2;Concord;CA;94519;287-555-0122
Michael;L;Lee;02/12/1959 00:00;S;M;mlee@cpandl.com;60000;4;3;Bachelors;Professional;0;0;4596 Flora Ave;;Concord;CA;94519;130-555-0153
Miguel;;Hughes;20/03/1958 00:00;M;M;mhughes@cpandl.com;60000;1;0;Bachelors;Professional;1;1;4705 Silverberry Court;;Concord;CA;94519;786-555-0192
Sean;N;Phillips;21/10/1970 00:00;S;M;sphillips@cpandl.com;80000;4;4;Graduate D;Management;1;1;473 Heather Road;;Concord;CA;94519;1 (11) 500 555-0156
Micheal;;Ortega;26/02/1965 00:00;M;M;mortega@cpandl.com;60000;3;3;Bachelors;Professional;1;1;4790 Curletto Drive;;Concord;CA;94519;1 (11) 500 555-0146
Teresa;;Suarez;02/09/1978 00:00;M;F;tsuarez@cpandl.com;30000;0;0;High Schoo;Manual;1;1;4817 Clyde St.;;Concord;CA;94519;1 (11) 500 555-0149
Mandy;;Zhang;25/06/1978 00:00;S;F;mzhang@cpandl.com;30000;0;0;High Schoo;Manual;0;1;4817 Gibrix Drive;;Concord;CA;94519;1 (11) 500 555-0179
Cara;;Yang;25/06/1972 00:00;S;F;cyang@cpandl.com;10000;0;0;Partial Hi;Manual;0;2;4906 Vine Hill Way;;Concord;CA;94519;1 (11) 500 555-0159
Brandy;R;Rodriguez;07/02/1972 00:00;M;F;brodriguez@cpandl.com;40000;2;2;Partial Co;Clerical;1;0;491 Heights Avenue;;Concord;CA;94519;1 (11) 500 555-0119
Kate;A;Pal;12/03/1971 00:00;M;F;kpal@cpandl.com;40000;2;2;Partial Co;Clerical;1;1;4951 Carlos Dr.;;Concord;CA;94519;1 (11) 500 555-0119
Sheena;J;Tang;18/04/1979 00:00;S;F;stang@cpandl.com;10000;0;0;Partial Co;Manual;0;1;5 View Dr.;;Concord;CA;94519;1 (11) 500 555-0110
Deborah;;Chander;25/11/1977 00:00;S;F;dchander@cpandl.com;20000;0;0;Partial Co;Manual;0;0;5087 Bonita Ave.;;Concord;CA;94519;1 (11) 500 555-0111
Allison;R;Hill;27/07/1960 00:00;S;F;ahill@cpandl.com;10000;1;1;High Schoo;Manual;0;1;5121 Alta Vista;;Concord;CA;94519;1 (11) 500 555-0115
Karen;;Chen;03/09/1959 00:00;S;F;kchen@cpandl.com;20000;2;0;Partial Co;Manual;1;1;5123 Gumwood;;Concord;CA;94519;1 (11) 500 555-0185
Sierra;H;Mitchell;06/05/1969 00:00;S;F;smitchell@cpandl.com;40000;0;0;Graduate D;Clerical;0;0;5152 Fine Dr.;;Concord;CA;94519;1 (11) 500 555-0137
Alicia;;Kumar;20/03/1951 00:00;M;F;akumar@cpandl.com;10000;3;0;High Schoo;Manual;1;2;5217 Cordova Way;;Concord;CA;94519;1 (11) 500 555-0170
Devin;;Rogers;11/01/1975 00:00;S;M;drogers@cpandl.com;60000;0;0;Partial Hi;Skilled Manual;0;3;5279 East L Street;;Concord;CA;94519;1 (11) 500 555-0120
Gabrielle;;Hill;20/02/1975 00:00;M;F;ghill@cpandl.com;60000;0;0;Partial Hi;Skilled Manual;0;3;55 St. George Dr.;;Concord;CA;94519;1 (11) 500 555-0184
Natalie;E;Hall;17/01/1973 00:00;M;F;nhall@cpandl.com;90000;0;0;High Schoo;Management;0;3;5665 Myrtle Drive;;Concord;CA;94519;1 (11) 500 555-0172
Jake;R;Liang;20/10/1973 00:00;S;M;jliang@cpandl.com;90000;0;0;High Schoo;Management;0;3;5751 San Vincente Drive;;Concord;CA;94519;1 (11) 500 555-0198
Erik;V;Alonso;06/07/1971 00:00;M;M;ealonso@cpandl.com;80000;0;0;Partial Hi;Professional;0;4;5805 Churchill Dr.;;Concord;CA;94519;1 (11) 500 555-0184
Donna;A;Xu;17/08/1970 00:00;M;F;dxu@cpandl.com;100000;0;5;Partial Hi;Professional;0;4;5845 Oliveria Road;;Concord;CA;94519;1 (11) 500 555-0178
Robert;;Gonzales;03/09/1941 00:00;M;M;rgonzales@cpandl.com;90000;5;0;Bachelors;Management;1;2;5888 Salem St.;;Concord;CA;94519;390-555-0169
Ricky;;Hernandez;25/10/1941 00:00;S;M;rhernandez@cpandl.com;90000;5;0;Bachelors;Management;0;2;6020 Regency Dr.;;Concord;CA;94519;340-555-0131
Rachel;C;Peterson;26/12/1955 00:00;S;F;rpeterson@cpandl.com;50000;2;0;High Schoo;Skilled Manual;0;2;6177 Arleda Lane;;Concord;CA;94519;1 (11) 500 555-0115
Jacob;P;Garcia;21/09/1973 00:00;M;M;jgarcia@cpandl.com;80000;0;0;Bachelors;Management;1;1;6211 Blenheim Way;;Concord;CA;94519;973-555-0118
Sabrina;B;Munoz;05/02/1974 00:00;S;F;smunoz@cpandl.com;60000;0;0;Partial Co;Professional;1;2;6270 North Star Dr.;;Concord;CA;94519;672-555-0144
Jennifer;A;Powell;04/01/1961 00:00;S;F;jpowell@cpandl.com;60000;1;0;Bachelors;Professional;1;1;6300 Lighthouse Way;;Concord;CA;94519;1 (11) 500 555-0116
Ana;;Gonzales;21/04/1935 00:00;M;F;agonzales@cpandl.com;30000;2;0;Partial Co;Clerical;1;2;6306 El Dorado Way;;Concord;CA;94519;1 (11) 500 555-0113
Byron;;Blanco;06/07/1960 00:00;M;M;bblanco@cpandl.com;70000;5;4;Partial Co;Skilled Manual;1;3;6340 Olivera Rd;;Concord;CA;94519;1 (11) 500 555-0189
David;;Wang;15/01/1976 00:00;S;M;dwang@cpandl.com;40000;0;0;High Schoo;Skilled Manual;1;2;6441 Gordon Ct.;;Concord;CA;94519;508-555-0124
Tabitha;;Madan;27/06/1977 00:00;S;F;tmadan@cpandl.com;30000;0;0;Partial Hi;Clerical;0;2;6474 Helen Ave.;;Concord;CA;94519;269-555-0198
Emmanuel;;Verma;21/02/1959 00:00;M;M;everma@cpandl.com;50000;4;0;Graduate D;Skilled Manual;1;0;6480 Pimlico Drive;;Concord;CA;94519;164-555-0137
Shaun;;Yuan;23/02/1972 00:00;S;M;syuan@cpandl.com;40000;4;4;Partial Co;Clerical;0;2;651 Melody Dr.;;Concord;CA;94519;506-555-0110
Alexia;;Patterson;20/11/1973 00:00;S;F;apatterson@cpandl.com;50000;0;0;Graduate D;Skilled Manual;0;0;6564 Bellwood Dr;;Concord;CA;94519;555-555-0194
Darrell;R;Xu;25/04/1971 00:00;M;M;dxu@cpandl.com;50000;1;1;Graduate D;Skilled Manual;0;0;6809 El Capitan Lane;;Concord;CA;94519;286-555-0158
Bailey;D;Watson;25/02/1972 00:00;S;F;bwatson@cpandl.com;60000;1;0;Graduate D;Skilled Manual;0;0;683 Larch Ct.;;Concord;CA;94519;437-555-0113
Courtney;M;Collins;27/05/1944 00:00;M;F;ccollins@cpandl.com;50000;4;0;Bachelors;Management;1;2;6848 Calico Way;;Concord;CA;94519;109-555-0197
